protocol_id,beta,schedule,spatial_mode,duration_s,current_uA,pulse_width_us,total_pulses,weight_erasure,residual_performance,savings,trace_auc_proxy,criticality_distance,health,energy_cost,path_erasure,replicates,reset_score
b-1_epoch_pause_phase_shifted_0.75s_0.8uA,-1.0,epoch_pause,phase_shifted,0.75,0.8,160,192,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.040618666666666664,-0.4372483638233799,3,-0.46659163952049343
b2_alternating_blue_red_phase_shifted_0.75s_0.8uA,2.0,alternating_blue_red,phase_shifted,0.75,0.8,160,188,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.040959999999999996,-0.4372483638233799,3,-0.4666087061871601
b1_alternating_blue_red_phase_shifted_0.75s_0.8uA,1.0,alternating_blue_red,phase_shifted,0.75,0.8,160,188,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.040959999999999996,-0.4372483638233799,3,-0.4666087061871601
b-2_alternating_blue_red_phase_shifted_0.75s_0.8uA,-2.0,alternating_blue_red,phase_shifted,0.75,0.8,160,188,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.040959999999999996,-0.4372483638233799,3,-0.4666087061871601
b0_alternating_blue_red_phase_shifted_0.75s_0.8uA,0.0,alternating_blue_red,phase_shifted,0.75,0.8,160,188,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.040959999999999996,-0.4372483638233799,3,-0.4666087061871601
b-1_alternating_blue_red_phase_shifted_0.75s_0.8uA,-1.0,alternating_blue_red,phase_shifted,0.75,0.8,160,188,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.040959999999999996,-0.4372483638233799,3,-0.4666087061871601
b0_static_correlated_0.75s_0.8uA,0.0,static,correlated,0.75,0.8,160,179,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.04104533333333333,-0.4372483638233799,3,-0.4666129728538268
b-2_epoch_pause_correlated_0.75s_0.8uA,-2.0,epoch_pause,correlated,0.75,0.8,160,224,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.042325333333333326,-0.4372483638233799,3,-0.46667697285382675
b2_static_shared_0.75s_0.8uA,2.0,static,shared,0.75,0.8,160,206,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.042666666666666665,-0.4372483638233799,3,-0.46669403952049343
b0_epoch_pause_shared_0.75s_0.8uA,0.0,epoch_pause,shared,0.75,0.8,160,231,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.045568,-0.4372483638233799,3,-0.4668391061871601
b-1_static_independent_0.75s_2.6uA,-1.0,static,independent,0.75,2.6,160,60,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.046314666666666664,-0.4372483638233799,3,-0.46687643952049346
b2_static_correlated_0.75s_1.6uA,2.0,static,correlated,0.75,1.6,160,112,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.047274666666666666,-0.4372483638233799,3,-0.46692443952049345
b-1_static_correlated_0.75s_0.8uA,-1.0,static,correlated,0.75,0.8,160,209,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.04804266666666666,-0.4372483638233799,3,-0.46696283952049344
b0_static_phase_shifted_0.75s_0.8uA,0.0,static,phase_shifted,0.75,0.8,160,208,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.048128,-0.4372483638233799,3,-0.4669671061871601
b-2_epoch_pause_phase_shifted_0.75s_0.8uA,-2.0,epoch_pause,phase_shifted,0.75,0.8,160,236,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.04881066666666667,-0.4372483638233799,3,-0.46700123952049344
b1_epoch_pause_correlated_0.75s_1.6uA,1.0,epoch_pause,correlated,0.75,1.6,160,121,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.05051733333333333,-0.4372483638233799,3,-0.46708657285382676
b-2_static_independent_0.75s_2.6uA,-2.0,static,independent,0.75,2.6,160,67,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.054634666666666665,-0.4372483638233799,3,-0.46729243952049343
b1_epoch_pause_phase_shifted_0.75s_1.6uA,1.0,epoch_pause,phase_shifted,0.75,1.6,160,132,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.05529599999999999,-0.4372483638233799,3,-0.4673255061871601
b2_static_phase_shifted_0.75s_1.6uA,2.0,static,phase_shifted,0.75,1.6,160,132,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.055978666666666656,-0.4372483638233799,3,-0.4673596395204934
b2_epoch_pause_shared_0.75s_1.6uA,2.0,epoch_pause,shared,0.75,1.6,160,135,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.05614933333333333,-0.4372483638233799,3,-0.46736817285382676
b-2_static_correlated_0.75s_0.8uA,-2.0,static,correlated,0.75,0.8,160,235,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.056575999999999994,-0.4372483638233799,3,-0.46738950618716013
b-1_static_phase_shifted_0.75s_0.8uA,-1.0,static,phase_shifted,0.75,0.8,160,240,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.05700266666666667,-0.4372483638233799,3,-0.46741083952049345
b0_epoch_pause_correlated_0.75s_1.6uA,0.0,epoch_pause,correlated,0.75,1.6,160,140,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.058709333333333336,-0.4372483638233799,3,-0.4674961728538268
b1_static_shared_0.75s_0.8uA,1.0,static,shared,0.75,0.8,160,278,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.05930666666666667,-0.4372483638233799,3,-0.46752603952049343
b2_epoch_pause_correlated_0.75s_2.6uA,2.0,epoch_pause,correlated,0.75,2.6,160,95,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.06101333333333333,-0.4372483638233799,3,-0.46761137285382676
b-1_epoch_pause_shared_0.75s_0.8uA,-1.0,epoch_pause,shared,0.75,0.8,160,289,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.06135466666666666,-0.4372483638233799,3,-0.46762843952049343
b2_epoch_pause_phase_shifted_0.75s_2.6uA,2.0,epoch_pause,phase_shifted,0.75,2.6,160,92,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.063232,-0.4372483638233799,3,-0.4677223061871601
