task,seed,direction,alpha,score,criterion,distance_from_naive,distance_from_trained
conditioned_electrode_association,21,random,1.0,1.0,0.4,87.23102491182972,62.54884319688693
conditioned_electrode_association,19,axis,0.0,1.0,0.4,66.86407162103032,0.0
conditioned_electrode_association,19,random,0.0,1.0,0.4,66.86407162103032,0.0
conditioned_electrode_association,19,axis,0.0667,1.0,0.4,62.40423804390759,4.459833577122722
conditioned_electrode_association,19,random,0.0667,1.0,0.4,66.77140431783349,4.448013121058685
conditioned_electrode_association,19,axis,0.1333,1.0,0.4,57.951090873946974,8.912980747083342
conditioned_electrode_association,19,random,0.1333,1.0,0.4,66.96299935019289,8.886419769701124
conditioned_electrode_association,19,axis,0.2,1.0,0.4,53.49125729682426,13.372814324206066
conditioned_electrode_association,19,random,0.2,1.0,0.4,67.43816215721039,13.33076668266427
conditioned_electrode_association,19,axis,0.2667,1.0,0.4,49.031423719701536,17.832647901328784
conditioned_electrode_association,19,random,0.2667,1.0,0.4,68.1955929463602,17.775368075284263
conditioned_electrode_association,19,axis,0.3333,1.0,0.4,44.57827654974092,22.285795071289403
conditioned_electrode_association,19,random,0.3333,1.0,0.4,69.22481777309406,22.211078723854797
conditioned_electrode_association,19,axis,0.4,1.0,0.4,40.11844297261819,26.74562864841213
conditioned_electrode_association,19,random,0.4,1.0,0.4,70.51426117727294,26.643534799064287
conditioned_electrode_association,19,axis,0.4667,1.0,0.4,35.65860939549547,31.205462225534845
conditioned_electrode_association,19,random,0.4667,1.0,0.4,72.0419576989931,31.053766546674137
conditioned_electrode_association,19,axis,0.5333,1.0,0.4,31.205462225534845,35.65860939549547
conditioned_electrode_association,19,random,0.5333,1.0,0.4,73.78062938364252,35.422540466461435
conditioned_electrode_association,19,axis,0.6,1.0,0.4,26.745628648412133,40.11844297261819
conditioned_electrode_association,19,random,0.6,1.0,0.4,75.71095763157177,39.75611330525623
conditioned_electrode_association,19,axis,0.6667,1.0,0.4,22.285795071289407,44.57827654974091
conditioned_electrode_association,19,random,0.6667,1.0,0.4,77.80098789904213,44.0325656001508
conditioned_electrode_association,19,axis,0.7333,1.0,0.4,17.832647901328787,49.03142371970153
conditioned_electrode_association,19,random,0.7333,1.0,0.4,80.02481991923912,48.24420061147986
conditioned_electrode_association,19,axis,0.8,0.375,0.4,13.37281432420606,53.49125729682426
conditioned_electrode_association,19,random,0.8,1.0,0.4,82.3676849272254,52.401640757410306
conditioned_electrode_association,19,axis,0.8667,0.0,0.4,8.91298074708334,57.951090873946974
conditioned_electrode_association,19,random,0.8667,1.0,0.4,84.80418203749775,56.492466959288784
conditioned_electrode_association,19,axis,0.9333,0.0,0.4,4.459833577122721,62.40423804390759
conditioned_electrode_association,19,random,0.9333,1.0,0.4,87.31247855846776,60.50999511559602
conditioned_electrode_association,19,axis,1.0,0.0,0.4,3.340917088569578e-15,66.86407162103032
conditioned_electrode_association,19,random,1.0,1.0,0.4,89.88438302735472,64.46570634514968
conditioned_electrode_association,29,axis,0.0,1.0,0.4,60.458387354218,0.0
conditioned_electrode_association,29,random,0.0,1.0,0.4,60.458387354218,0.0
conditioned_electrode_association,29,axis,0.0667,1.0,0.4,56.42581291769166,4.032574436526341
conditioned_electrode_association,29,random,0.0667,1.0,0.4,60.39141462161591,4.024859003075243
conditioned_electrode_association,29,axis,0.1333,1.0,0.4,52.39928431990074,8.05910303431726
conditioned_electrode_association,29,random,0.1333,1.0,0.4,60.585847288577,8.041901410901467
conditioned_electrode_association,29,axis,0.2,1.0,0.4,48.3667098833744,12.0916774708436
conditioned_electrode_association,29,random,0.2,1.0,0.4,61.03952656412001,12.064473985121928
conditioned_electrode_association,29,axis,0.2667,1.0,0.4,44.334135446848066,16.12425190736994
conditioned_electrode_association,29,random,0.2667,1.0,0.4,61.74830245886035,16.08688257788969
conditioned_electrode_association,29,axis,0.3333,1.0,0.4,40.307606849057144,20.150780505160856
conditioned_electrode_association,29,random,0.3333,1.0,0.4,62.70304447848774,20.10248160761994
conditioned_electrode_association,29,axis,0.4,1.0,0.4,36.27503241253079,24.1833549416872
conditioned_electrode_association,29,random,0.4,1.0,0.4,63.894233205738345,24.12004755995151
conditioned_electrode_association,29,axis,0.4667,1.0,0.4,32.24245797600446,28.215929378213545
conditioned_electrode_association,29,random,0.4667,1.0,0.4,65.30421422579884,28.125982765628205
conditioned_electrode_association,29,axis,0.5333,1.0,0.4,28.215929378213545,32.24245797600446
conditioned_electrode_association,29,random,0.5333,1.0,0.4,66.90988843348335,32.10488035735852
conditioned_electrode_association,29,axis,0.6,1.0,0.4,24.1833549416872,36.2750324125308
conditioned_electrode_association,29,random,0.6,1.0,0.4,68.69284256193882,36.05781268421602
conditioned_electrode_association,29,axis,0.6667,0.0,0.4,20.15078050516086,40.30760684905714
conditioned_electrode_association,29,random,0.6667,1.0,0.4,70.62882913222995,39.972107455141554
conditioned_electrode_association,29,axis,0.7333,0.0,0.4,16.124251907369946,44.33413544684806
conditioned_electrode_association,29,random,0.7333,1.0,0.4,72.6938259359406,43.837773272337806
conditioned_electrode_association,29,axis,0.8,0.0,0.4,12.091677470843598,48.366709883374405
conditioned_electrode_association,29,random,0.8,1.0,0.4,74.87204081895102,47.65987840200187
conditioned_electrode_association,29,axis,0.8667,0.0,0.4,8.059103034317259,52.39928431990074
conditioned_electrode_association,29,random,0.8667,1.0,0.4,77.14431024021074,51.433208716265526
conditioned_electrode_association,29,axis,0.9333,0.0,0.4,4.03257443652634,56.42581291769166
conditioned_electrode_association,29,random,0.9333,1.0,0.4,79.48754707308824,55.146207878856224
conditioned_electrode_association,29,axis,1.0,0.0,0.4,3.03929889814485e-15,60.458387354218
conditioned_electrode_association,29,random,1.0,1.0,0.4,81.89372521910136,58.807710243082674
conditioned_electrode_association,30,axis,0.0,1.0,0.4,57.13929702400364,0.0
conditioned_electrode_association,30,random,0.0,1.0,0.4,57.13929702400364,0.0
conditioned_electrode_association,30,axis,0.0667,1.0,0.4,53.32810591250259,3.811191111501042
conditioned_electrode_association,30,random,0.0667,1.0,0.4,57.09027962083183,3.804633317994623
conditioned_electrode_association,30,axis,0.1333,1.0,0.4,49.52262873070395,7.616668293299685
conditioned_electrode_association,30,random,0.1333,1.0,0.4,57.28838259659554,7.602110974143799
conditioned_electrode_association,30,axis,0.2,1.0,0.4,45.711437619202904,11.427859404800728
conditioned_electrode_association,30,random,0.2,1.0,0.4,57.731442464737974,11.404820564235571
conditioned_electrode_association,30,axis,0.2667,1.0,0.4,41.900246507701866,15.239050516301768
conditioned_electrode_association,30,random,0.2667,1.0,0.4,58.41515146078175,15.207528097885756
conditioned_electrode_association,30,axis,0.3333,1.0,0.4,38.09476932590323,19.04452769810041
conditioned_electrode_association,30,random,0.3333,1.0,0.4,59.33088446501553,19.004066393480496
conditioned_electrode_association,30,axis,0.4,1.0,0.4,34.283578214402176,22.855718809601452
conditioned_electrode_association,30,random,0.4,1.0,0.4,60.46999693303289,22.803726330621267
conditioned_electrode_association,30,axis,0.4667,1.0,0.4,30.472387102901138,26.666909921102494
conditioned_electrode_association,30,random,0.4667,1.0,0.4,61.81754223839715,26.596066421202952
conditioned_electrode_association,30,axis,0.5333,1.0,0.4,26.666909921102494,30.472387102901138
conditioned_electrode_association,30,random,0.5333,1.0,0.4,63.35192614948195,30.36649074241257
conditioned_electrode_association,30,axis,0.6,1.0,0.4,22.855718809601452,34.283578214402176
conditioned_electrode_association,30,random,0.6,1.0,0.4,65.05614158303013,34.11694569301375
conditioned_electrode_association,30,axis,0.6667,1.0,0.4,19.044527698100413,38.09476932590323
conditioned_electrode_association,30,random,0.6667,1.0,0.4,66.90565668939311,37.832371791893976
conditioned_electrode_association,30,axis,0.7333,0.875,0.4,15.239050516301774,41.90024650770186
conditioned_electrode_association,30,random,0.7333,1.0,0.4,68.87899147752985,41.50504643884112
conditioned_electrode_association,30,axis,0.8,0.0,0.4,11.427859404800724,45.711437619202904
conditioned_electrode_association,30,random,0.8,1.0,0.4,70.96438565490855,45.14323353115304
conditioned_electrode_association,30,axis,0.8667,0.0,0.4,7.616668293299683,49.52262873070395
conditioned_electrode_association,30,random,0.8667,1.0,0.4,73.13806082287971,48.73299407057741
conditioned_electrode_association,30,axis,0.9333,0.0,0.4,3.8111911115010417,53.32810591250259
conditioned_electrode_association,30,random,0.9333,1.0,0.4,75.38319869788089,52.27083893835397
conditioned_electrode_association,30,axis,1.0,0.0,0.4,2.851539272954681e-15,57.13929702400364
conditioned_electrode_association,30,random,1.0,1.0,0.4,77.69323880363481,55.76674454568945
conditioned_electrode_association,3,axis,0.0,1.0,0.4,62.53825138146802,0.0
conditioned_electrode_association,3,random,0.0,1.0,0.4,62.53825138146802,0.0
conditioned_electrode_association,3,axis,0.0667,1.0,0.4,58.366950014324104,4.171301367143917
conditioned_electrode_association,3,random,0.0667,1.0,0.4,62.46938739940877,4.16257825654856
conditioned_electrode_association,3,axis,0.1333,1.0,0.4,54.20190247231833,8.336348909149686
conditioned_electrode_association,3,random,0.1333,1.0,0.4,62.66684609081214,8.316335162274783
conditioned_electrode_association,3,axis,0.2,1.0,0.4,50.03060110517441,12.507650276293608
conditioned_electrode_association,3,random,0.2,1.0,0.4,63.13016909583783,12.47572663791253
conditioned_electrode_association,3,axis,0.2667,1.0,0.4,45.8592997380305,16.678951643437518
conditioned_electrode_association,3,random,0.2667,1.0,0.4,63.85653931727968,16.635084398652175
conditioned_electrode_association,3,axis,0.3333,1.0,0.4,41.694252196024735,20.84399918544329
conditioned_electrode_association,3,random,0.3333,1.0,0.4,64.8360775890574,20.78739602682089
