task,seed,direction,alpha,score,criterion,distance_from_naive,distance_from_trained
pattern_discrimination,4,axis,0.4667,0.0,0.35,14.267606753866916,12.485827999305627
pattern_discrimination,4,random,0.4667,0.5,0.35,29.158085707475497,12.481647189732753
pattern_discrimination,4,axis,0.5333,0.0,0.35,12.485827999305625,14.267606753866916
pattern_discrimination,4,random,0.5333,0.5,0.35,29.90655112933803,14.262173395696827
pattern_discrimination,4,axis,0.6,0.0,0.35,10.701373901269019,16.052060851903526
pattern_discrimination,4,random,0.6,0.5,0.35,30.740093842866294,16.045291279494997
pattern_discrimination,4,axis,0.6667,0.0,0.35,8.916919803232409,17.836514949940135
pattern_discrimination,4,random,0.6667,0.5,0.35,31.650554310028504,17.82815312192648
pattern_discrimination,4,axis,0.7333,0.0,0.35,7.135141048671119,19.618293704501422
pattern_discrimination,4,random,0.7333,0.5,0.35,32.62946331911344,19.607821084072494
pattern_discrimination,4,axis,0.8,0.0,0.35,5.3506869506345085,21.402747802538038
pattern_discrimination,4,random,0.8,0.5,0.35,33.67372477137848,21.389601781415575
pattern_discrimination,4,axis,0.8667,0.0,0.35,3.5662328525978997,23.187201900574646
pattern_discrimination,4,random,0.8667,0.5,0.35,34.77538047761025,23.17003460510262
pattern_discrimination,4,axis,0.9333,0.0,0.35,1.7844540980366084,24.968980655135937
pattern_discrimination,4,random,0.9333,0.5,0.35,35.9266215374644,24.945754838680923
pattern_discrimination,4,axis,1.0,0.0,0.35,6.557897197895601e-16,26.75343475317254
pattern_discrimination,4,random,1.0,0.5,0.35,37.12615402964948,26.721617725584146
